certificate;country;description;director;genre;isEpisode;original title;rating;ratingcount;runtime;stars;title;url;year
Argentina:13, Brazil:16, France:Tous publics, Germany:12, Portugal:M/16, Singapore:M18, Sweden:11, Switzerland:14, Switzerland:14, United Kingdom:15, United States:Not Rated;France;"A hard-working young man meets and falls in love with his sister&apos;s bridesmaid. He soon finds out how disturbed she really is.";Claude Chabrol;Thriller, Drama, Romance;false;"La demoiselle d&apos;honneur";6,7;2778;111;Benoît Magimel, Laura Smet, Aurore Clément;The Bridesmaid (2004);https://www.imdb.com/title/tt0405866/;2004
Argentina:16, Australia:M, Brazil:16, Egypt:Not Rated, Finland:K-13, France:Tous publics, Germany:16, Hong Kong:III, Ireland:16, Japan:R-18, Mexico:B, Netherlands:16, New Zealand:R16, Norway:11, Portugal:M/16, Singapore:R21, South Korea:18, Sweden:15, Switzerland:14, Switzerland:14, Taiwan:R-12, United Kingdom:18, United States:R;France;"A French adaptation of the second (and much less well-known) version of D.H. Lawrence&apos;s erotic tale.";Pascale Ferran;Drama, Romance;false;;6,7;4621;168;"Marina Hands, Jean-Louis Coulloc&apos;h, Hippolyte Girardot";Lady Chatterley (2006);https://www.imdb.com/title/tt0459880/;2006
Australia:18+, Germany:12, Lithuania:N-16, New Zealand:M, Poland:16, Turkey:13+;Germany;EXIL tells the story of a chemical engineer of foreign origin who feels discriminated and bullied at work, plunging him into an identity crisis.;Visar Morina;Drama, Mystery, Thriller;false;Exil;6,7;970;121;Misel Maticevic, Sandra Hüller, Rainer Bock;Exile (2020);https://www.imdb.com/title/tt8955708/;2020
Hong Kong:IIB, Malaysia:U, Singapore:M18;Hong Kong;After his mother flees the family home, a son turns to thieving in order to support his father, an abusive sort who is addicted to gambling.;Patrick Tam;Drama;false;;6,7;884;121;Aaron Kwok, Charlie Yeung, Ian Iskandar Gouw;Fu zi (2006);https://www.imdb.com/title/tt0768114/;2006
Argentina:13, Australia:SOA, Australia:M, Finland:K-16, France:Tous publics, Germany:16, Netherlands:14, Norway:16, Sweden:15, United Kingdom:A, United States:TV-PG, United States:Approved;Japan;"Drama based on Russian writer Fyodor Dostoevsky&apos;s homonymous novel about the proud Karamazov family in 1870s Russia.";Richard Brooks;Drama, Romance;false;;6,7;2858;145;Yul Brynner, Maria Schell, Claire Bloom;The Brothers Karamazov (1958);https://www.imdb.com/title/tt0051435/;1958
;Japan;This work depicts the 10-year history of Shinya and her lover, Yui, who struggles as transgender.;Kashou Iizuka;Drama;false;;6,7;6;83;Ryôta Bandô, Yuki Katayama;The World for the two of us (2022);https://www.imdb.com/title/tt16676936/;2022
Japan:G, South Korea:12, Taiwan:PG-12, Thailand:13;Japan;A musical duo decides to disband.;Akihiko Shiota;Drama, Music, Romance;false;Sayonara kuchibiru;6,7;551;116;Mugi Kadowaki, Nana Komatsu, Ryô Narita;Farewell Song (2019);https://www.imdb.com/title/tt9827784/;2019
Australia:MA15+, China:(Banned), Germany:16, India:18, Italy:T, Japan:R18+, Philippines:SPG, Russia:18+, Russia:(Banned), Singapore:NC16, South Korea:19, Spain:18, United States:TV-MA;Japan;"Two years have passed since the CCG&apos;s raid on Anteiku. Although the atmosphere in Tokyo has changed drastically due to the increased influence of the CCG, ghouls continue to pose a problem as they have begun taking caution, especi...";;Animation, Action, Drama;false;;6,7;10199;24;Natsuki Hanae, Austin Tindle, Adam Gibbs;Tokyo Ghoul: re (2018);https://www.imdb.com/title/tt8213522/;2018
United States:Not Rated;Kuwait;Matthew, a 10 year old British expat living in Kuwait, escapes with a local girl after his party-going mother leaves him alone one night and learns an unhappy truth about their relationship.;Hamad Al-Tourah;Short, Drama, Family;false;;6,7;23;19;Ali Abdulkhaliq, Husain Abul, Rachel Batty;Playtime (2013);https://www.imdb.com/title/tt3059536/;2013
Germany:12, United States:Not Rated;Latvia;1943 in occupied Byelorussia. It tells the story of Franz, an SS soldier who deserts, and Polina, a Byelorussian woman whose village is massacred.;Mikhail Segal;Drama, Romance, War;false;;6,7;470;124;Adrian Topol, Svetlana Ivanova, Tamara Mironova;Franz + Polina (2006);https://www.imdb.com/title/tt0899242/;2006
Germany:16, Mexico:C, Portugal:M/16, South Korea:18, Spain:16;Romania;Toma and Ana meet as students in the literature faculty and quickly fall in love.;Cãlin Peter Netzer;Drama, Romance;false;Ana, mon amour;6,7;2238;125;Mircea Postelnicu, Diana Cavallioti, Tania Popa;Ana, My Love (2017);https://www.imdb.com/title/tt6125690/;2017
Finland:K-16;Soviet Union;A mystical drama based on a story by V. Korotkevich. The film is set in out-of-the-way Belarusian woodlands at the end of the 19th century. A young ethnographer, Andrej Bielarecki, comes here to research local folk legends.;Valeri Rubinchik;Drama, Horror, Mystery;false;Dikaya okhota korolya Stakha;6,7;582;134;Boris Plotnikov, Elena Dimitrova, Albert Filozov;Savage Hunt of King Stakh (1980);https://www.imdb.com/title/tt0128164/;1980
Sweden:11;Sweden;"Mio and Anders are both in their 20s and live in the same city, but live completely different lives. On a warm summer evening, they go home together after a night out. It&apos;s not meant to be more than a one-night-stand but fate want...";;Drama;false;;6,7;108;;Nora Rios, Simon Edenroth, Felicia Maxime;Heartbeats (2022);https://www.imdb.com/title/tt16529232/;2022
;Taiwan;The sudden death of their son prompts the couple to shut themselves up in their own worlds. The mother begins to spend more and more time feeding the stray cats on the street while the father pretends that nothing is wrong. Eight ...;Ying-Ting Tseng;Drama, Family;false;Yi gui li de mao;6,7;21;81;Su-Yun Ko, Chung-Yueh Yun, Yi Ti Yao;The Cat in the Closet (2016);https://www.imdb.com/title/tt5735380/;2016
;Australia;Each episode a Nude-Muse model will show viewers how to cook or bake something, while they are completely nude.;;Reality-TV;false;;6,6;10;;Scarlett-Morgan, Evelyn, Tea;Cooking in the Raw (2011);https://www.imdb.com/title/tt7490446/;2011
;Belgium;The relationship between 12-year-old Remy and his older brother Bruno is put to the test when both develop an interest in their au pair, Michaela.;Kenneth Mercken;Short, Drama, Family;false;;6,6;18;19;Harry Cleven, Lydia Indjova, Arthur Masson;Feel Sad for the Bunny (2015);https://www.imdb.com/title/tt5205036/;2015
Canada:13+;Canada;A young woman is forced to marry an old greedy man to save her father from bankruptcy although she has promised her heart to another man.;Charles Binamé;Drama;false;Séraphin: un homme et son péché;6,6;1059;110;Pierre Lebeau, Karine Vanasse, Roy Dupuis;Séraphin: Heart of Stone (2002);https://www.imdb.com/title/tt0221013/;2002
Canada:G, Canada:14A, South Korea:12;Canada;"On the keyboard, the young hands fly rapidly and the melody rises. For the child, nothing is easier; he hears the sounds in his head. These hands belong to 6 years old André Mathieu. He won his audiences and fired up concerts hall...";Luc Dionne;Drama;false;"L&apos;enfant prodige";6,6;211;101;Patrick Drolet, Marc Labrèche, Macha Grenon;The Child Prodigy (2010);https://www.imdb.com/title/tt1425617/;2010
Argentina:13, France:Tous publics, Germany:12, Hong Kong:IIB, Italy:T, Netherlands:16, New Zealand:M, Singapore:PG, South Korea:12, Taiwan:R-12, United Kingdom:12, United States:PG-13;China;An exiled detective is recruited to solve a series of mysterious deaths that threaten to delay the inauguration of Empress Wu.;Hark Tsui;Action, Adventure, Drama;false;Di Renjie zhi Tongtian diguo;6,6;11405;119;Tony Ka Fai Leung, Chao Deng, Carina Lau;Detective Dee: The Mystery of the Phantom Flame (2010);https://www.imdb.com/title/tt1123373/;2010
;Estonia;A boy, nicknamed Lumumba after a famous African freedom fighter, arrives in a sleepy little Estonian town. His guardian aunt has taken a position there as cultural coordinator. At school he meets Elsa and Rein, who lost his mother...;Aare Tilk;Drama;false;;6,6;28;78;Ants Ander, Ahto Heiden, Kadri Kalm;Tule tagasi, Lumumba (1992);https://www.imdb.com/title/tt0197981/;1992
Argentina:13, Brazil:18, Finland:K-7, France:Tous publics, Hungary:14, Poland:12, Portugal:M/12, South Korea:15, Sweden:7, Switzerland:10, Switzerland:10, United States:Not Rated;France;Mark is a middle-aged man who has spent most of his life with a mustache on his face. He suddenly decides to shave them. When he tells his wife, he disagrees with her, but.;Emmanuel Carrère;Drama, Mystery;false;La moustache;6,6;5295;87;Vincent Lindon, Emmanuelle Devos, Mathieu Amalric;The Moustache (2005);https://www.imdb.com/title/tt0428856/;2005
Finland:K-12;France;"It&apos;s a country of contradictions, where love and sex clash with customs and patriarchy. Where traditional values and large families are glorified but 40% of children grow up without a father and domestic abuse isn&apos;t a crime. Welco...";Barbara Necek;Documentary;false;;6,6;9;52;;Sexe et amour en Russie (2020);https://www.imdb.com/title/tt15412394/;2020
Australia:M, Finland:K-11, Italy:VM14, Philippines:R-18, Philippines:R-18, Singapore:R21, Spain:13, Sweden:7, Switzerland:16, Switzerland:16;France;Having reached middle age, a woman must choose between the two men in her life.;Robert Guédiguian;Drama, Romance;false;;6,6;806;124;Ariane Ascaride, Jean-Pierre Darroussin, Gérard Meylan;Marie-Jo et ses 2 amours (2002);https://www.imdb.com/title/tt0293401/;2002
Australia:M, France:Tous publics, Germany:0, Hungary:12, Ireland:15A, Netherlands:6, Portugal:M/12, Singapore:M18, Switzerland:12, Switzerland:12, United Kingdom:15, United States:Not Rated;France;"A chronicle of the romance between Camille and Sullivan, which begins during their adolescence and picks up after Sullivan&apos;s 8-year absence from exploring the world.";Mia Hansen-Løve;Drama, Romance;false;Un amour de jeunesse;6,6;5425;110;Lola Créton, Sebastian Urzendowsky, Magne-Håvard Brekke;Goodbye First Love (2011);https://www.imdb.com/title/tt1618447/;2011
Australia:M, Brazil:12, France:Tous publics, Japan:Unrated, Luxembourg:6, New Zealand:M, Portugal:M/12, Singapore:M18, Switzerland:12;France;Muriel farms horses and owns an almond plantation. When her grandson comes to visit her for one last time before he leaves for Canada. She learns that he has dark secrets.;André Téchiné;Drama;false;"L&apos;adieu à la nuit";6,6;802;104;Catherine Deneuve, Kacey Mottet Klein, Oulaya Amamra;Farewell to the Night (2019);https://www.imdb.com/title/tt8569390/;2019
;France;In Kouroussa, his native village, little Baba lives happily, between Madou, his father, a gifted mechanic, Kouda, his sweet mother, and his gang of pals. Kouroussa is a wonderful place where Baba learns about life. But like all li...;Laurent Chevallier;Biography, Drama;false;;6,6;37;92;Baba Camara, Madou Camara, Kouda Camara;L'enfant noir (1995);https://www.imdb.com/title/tt0112962/;1995
Argentina:13, Australia:MA15+, France:Tous publics avec avertissement, Germany:16, Netherlands:12, New Zealand:R16, Norway:15, Portugal:M/16, Singapore:PG, Switzerland:14, Switzerland:14, United Kingdom:15, United States:R;France;A drama about the Algerian struggle for independence from France after WWII.;Rachid Bouchareb;Crime, Drama, War;false;Hors la loi;6,6;3959;138;Jamel Debbouze, Roschdy Zem, Sami Bouajila;Outside the Law (2010);https://www.imdb.com/title/tt1229381/;2010
Argentina:13, Australia:M, Denmark:15, Finland:K-16, France:Unrated, Germany:12, Italy:T, Norway:15, South Korea:15, Sweden:15, United Kingdom:X, United Kingdom:15, United Kingdom:18, United States:R, West Germany:16;Hong Kong;"A young man whose sickly grandfather has taught him a secret form of Kung Fu, starts to make a living off of his unique fighting style, only to attract the attention of his grandfather&apos;s mortal enemy.";Jackie Chan;Comedy, Action;false;Xiao quan guai zhao;6,6;4927;98;Jackie Chan, James Tien, Dean Shek;The Fearless Hyena (1979);https://www.imdb.com/title/tt0079315/;1979
Australia:NRC;Hong Kong;"Hung Tai-Kong aka &quot;Rice Pot&quot; and Chan Yin-Tung aka &quot;Chimney&quot; are two friends who work with their master Kam Ming and his daughter Ann as a team of pickpockets.";Sammo Kam-Bo Hung;Action, Comedy, Drama;false;Tai fong siu sau;6,6;205;102;Sammo Kam-Bo Hung, Frankie Chan, Deannie Ip;Carry on Pickpocket (1982);https://www.imdb.com/title/tt0083828/;1982
Finland:K-16, France:Tous Public, United Kingdom:A, United Kingdom:PG, United States:Not Rated, West Germany:16;Ireland;During the 1960s in Britain, tense race relations between whites and blacks are affecting the workplace, the family, the dating scene, and the society at large.;Roy Ward Baker;Drama;false;;6,6;377;93;John Mills, Sylvia Syms, Brenda de Banzie;Flame in the Streets (1961);https://www.imdb.com/title/tt0054879/;1961
Italy:T, United Kingdom:15;Italy;"Based on the historical novel by Andrea Camilleri, The Vanishing of Patò is set in Vigàta, the town that Detective Montalbano fans know and love...but it&apos;s 1890, Easter weekend. Two rival investigators look into the disappearance ...";Rocco Mortelliti;Crime, Drama, Mystery;false;La scomparsa di Patò;6,6;276;90;Nino Frassica, Maurizio Casagrande, Alessandra Mortelliti;The Vanishing of Pato (2010);https://www.imdb.com/title/tt1600419/;2010
Australia:M, Canada:14A, France:12, Germany:12, Malaysia:P13, New Zealand:M, United States:TV-14;Japan;The story takes place in Europe in the year a.t.b. 2017. A Knightmare unit made of boys and girls from Area Eleven are thrown into a military operation with a 5%chance of survival. They must rescue an allied unit left behind on th...;;Animation, Action, Adventure;false;Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita;6,6;855;1;Jeannie Tirado, Micah Solusod, Aaron Dismuke;Code Geass: Akito the Exiled - The Wyvern Arrives (2012);https://www.imdb.com/title/tt3354096/;2012
;Japan;Two womanizers and best friends take their relationship to a new level when one of them is cursed to become a pretty girl.;;Animation, Romance;false;;6,6;71;4;Makoto Furukawa, Kazutomi Yamamoto, Yoshiyuki Shimozuma;Kuro Gal ni Nattakara Shin'yuu to Shite Mita. (2021);https://www.imdb.com/title/tt14043628/;2021
Netherlands:12, Netherlands:14, Norway:16, United Kingdom:15;Netherlands;A look at child prostitution in Manila.;Jacco Groen;Drama;false;;6,6;251;105;Sandy Talag, Johanna ter Steege, John Arcilla;Lilet Never Happened (2012);https://www.imdb.com/title/tt1986951/;2012
Singapore:R21, United Kingdom:15;Philippines;Former lovers Shane and Pich reunite and try to heal the wounds of their past. Shane is haunted by the tragic death of his daughter, while Pich suffers a grave illness. As death approaches, Pich dedicates his remaining time to mak...;Anucha Boonyawatana;Drama;false;;6,6;502;94;Sukollawat Kanarot, Anuchit Sapanpong, Sumret Muengput;Malila: The Farewell Flower (2017);https://www.imdb.com/title/tt7736144/;2017
Argentina:13, Australia:M, Brazil:14, Canada:PG, Colombia:12, France:Tous publics, Germany:6, Hungary:12, Japan:G, Mexico:B, New Zealand:M, Portugal:M/12, Singapore:M18, Spain:7, Switzerland:10, Taiwan:PG-12, United Kingdom:12A, United Kingdom:12, United States:PG, Ukraine:16;Belgium;1809, France. Captain Neuville is called to the front, leaving his future bride heartbroken. Her sister decides to write letters on his behalf to cheer her up. But it all goes south when Neuville reappears.;Laurent Tirard;Comedy, History;false;Le retour du héros;6,5;4103;90;Jean Dujardin, Mélanie Laurent, Noémie Merlant;Return of the Hero (2018);https://www.imdb.com/title/tt7064498/;2018
;Belgium;A young mother, alone with her daughter, confides in a friend who happens to be the director herself. Chantal Akerman, although she sympathizes with the mother, does not say a word.;Chantal Akerman;Short;false;;6,5;28;35;Chantal Akerman, Daphné Merzer, Claire Wauthion;L'enfant aimé ou je joue à être une femme mariée (1971);https://www.imdb.com/title/tt0067053/;1971
Brazil:14;Brazil;"A woman moves back, from São Paulo to her hometown Rio de Janeiro, to support her husband&apos;s job. On their new residence, she forms an unlikely bond with her young neighbor based on their past memories, sadness and loneliness.";José Alvarenga Jr.;Drama;false;Intimidade Entre Estranhos;6,5;155;111;Rafaela Mandelli, Gabriel Contente, Milhem Cortaz;Intimate Strangers (2018);https://www.imdb.com/title/tt7943504/;2018
;Canada;400 000 years ago, an inter-stellar civilization looking for intelligent life finds Earth. A group of scientists are sent to test the human beings living on Earth, to determine how fast they will evolve, without interfering in the...;Mario J. Ramos;Short, Sci-Fi;false;;6,5;15;6;Gabriel Brown, Anne McMaster;The Shape of Things to Come (2007);https://www.imdb.com/title/tt1059830/;2007
Australia:MA15+, Hong Kong:IIB, New Zealand:R16, Singapore:NC-16, Singapore:PG13, South Korea:15, United States:Not Rated;China;Son Donglu, a newly promoted detective teams up with Guo Zhui, fastest gunman in Tiancheng and Xiaowu, a novice policeman to investigate the mystery deaths in a bullet factory.;Chi-Leung Law;Action, Adventure, Drama;false;Xiao shi de zi dan;6,5;2243;108;Nicholas Tse, Ching Wan Lau, Mi Yang;The Bullet Vanishes (2012);https://www.imdb.com/title/tt2106741/;2012
;Czech Republic;3 different stories of men connected by their failure becoming alcoholics. Will they get the help to overcome alcohol or replace it with something else?;Dan Svátek;Comedy, Drama;false;Úsmevy smutných muzu;6,5;400;92;David Svehlík, Jaroslav Dusek, Marika Soposká;The Smiles of Sad Men (2018);https://www.imdb.com/title/tt8526824/;2018
Argentina:16, Australia:M, Finland:K-16, France:Tous publics, Hungary:16, Norway:16, Norway:12, Portugal:M/16, Sweden:11, United Kingdom:18, United States:R, West Germany:16;France;In the late nineteenth century Paris, Briton Charles Swann, a man of wealth and culture, runs among the social set. That life is threatened when he falls in love with Odette de Crécy, a courtesan, that love all consuming in that h...;Volker Schlöndorff;Drama, Romance;false;Un amour de Swann;6,5;1989;110;Jeremy Irons, Ornella Muti, Alain Delon;Swann in Love (1984);https://www.imdb.com/title/tt0088315/;1984
Norway:12;France;"During a journey to northern Benin, Cécile&apos;s path crosses that of a young African mother who abandons a baby in her arms.";Christine François;Drama;false;"Le secret de l&apos;enfant-fourmi";6,5;103;108;Audrey Dana, Robinson Stévenin, Élie Lucas Moussoko;The Secret of the Ant-Child (2011);https://www.imdb.com/title/tt1988695/;2011
Australia:MA15+, Australia:M, Czechia:12, Czechia:18, France:Tous publics, Germany:16, Iceland:14, India:UA, Japan:G, Netherlands:12, Philippines:R-13, Portugal:M/16, Singapore:NC-16, Singapore:PG13, South Korea:15, Sweden:15, Switzerland:14, Switzerland:14, Taiwan:R-12, United Kingdom:15, United States:R;France;"Damien and Leito return to District 13 on a mission to bring peace to the troubled sector that is controlled by five different gang bosses, before the city&apos;s secret services take drastic measures to solve the problem.";Patrick Alessandrin;Action, Crime, Thriller;false;Banlieue 13: Ultimatum;6,5;44974;101;Cyril Raffaelli, David Belle, Philippe Torreton;District 13: Ultimatum (2009);https://www.imdb.com/title/tt1247640/;2009
Argentina:13, Australia:M, France:Tous publics, Germany:12, Norway:7, Norway:12, Portugal:M/12, Singapore:M18, South Africa:16, South Korea:12, Switzerland:12, Switzerland:12, United Kingdom:12, United States:Not Rated, United States:TV-PG, United States:TV-14;France;Based on the classic didactic novel, the action centers on the noble lady who soon becomes exposed to the sexual and political intrigues of the French court of the religious wars era.;Bertrand Tavernier;Action, Drama, History;false;La princesse de Montpensier;6,5;4061;139;Mélanie Thierry, Lambert Wilson, Gaspard Ulliel;The Princess of Montpensier (2010);https://www.imdb.com/title/tt1599975/;2010
Australia:M, Austria:16, Canada:PG, Canada:PG, Canada:PG, Canada:13+, Germany:16, Hong Kong:IIB, India:U, Indonesia:17+, Japan:PG12, Malaysia:P13, New Zealand:M, Singapore:NC16, Singapore:PG13, South Korea:15, Taiwan:R-12, United States:Not Rated, United States:TV-MA, Vietnam:C18;Hong Kong;While keeping a low profile after his defeat by Ip Man, Cheung Tin Chi gets into trouble after getting in a fight with a powerful foreigner.;Woo-Ping Yuen;Action, Biography, Crime;false;Yip Man ngoi zyun: Cheung Tin Chi;6,5;8897;107;Jin Zhang, Dave Bautista, Michelle Yeoh;Master Z: The Ip Man Legacy (2018);https://www.imdb.com/title/tt7262882/;2018
Italy:6+;Italy;The Catholic Church secretly investigates Caravaggio as the Pope weighs whether to grant him clemency for killing a rival.;Michele Placido;Biography, History;false;"L&apos;ombra di Caravaggio";6,5;137;2;Riccardo Scamarcio, Micaela Ramazzotti, Louis Garrel;Caravaggio's Shadow (2022);https://www.imdb.com/title/tt11877386/;2022
Poland:16, Spain:14, Turkey:16+;Italy;Carlo Verdone plays himself by portraying the drama and the comedy of his private life and his relationship with a loving and oppressive mother: Rome.;;Biography, Comedy;false;;6,5;623;30;Carlo Verdone, Anita Caprioli, Antonio Bannò;Vita da Carlo (2021);https://www.imdb.com/title/tt14691760/;2021
Australia:R18+, Canada:R, Germany:18, Indonesia:21+, Ireland:18, Italy:VM14, Japan:R18+, Malaysia:(Banned), Mexico:B-15, New Zealand:R18, Singapore:R21, South Africa:18, South Korea:19, United Kingdom:18, United States:R, United Arab Emirates:18+;Italy;Follows the unspeakable torture and abuses committed on a teenage girl in the care of her aunt and the boys who witness and fail to report the crime.;Gregory Wilson;Crime, Drama, Horror;false;;6,5;26873;91;William Atherton, Blythe Auffarth, Blanche Baker;The Girl Next Door (2007);https://www.imdb.com/title/tt0830558/;2007
Australia:MA15+, France:12, Germany:12, Japan:G, New Zealand:M, United States:TV-14;Japan;While W-0 is away, Leila and the remaining crew at base find themselves surrounded by Britannian Knightmares. Piloting the Vercingetorix, Shin Hyuuga leads the enemy charge, having usurped the position of Grand Master in the Knigh...;;Animation, Action, Sci-Fi;false;Code Geass: Boukoku No Akito 4;6,5;551;1;Yuri Lowenthal, Johnny Yong Bosch, Christopher Sabat;Code Geass: Akito the Exiled 4 - From the Memories of Hatred (2015);https://www.imdb.com/title/tt3354306/;2015
;Latvia;In WW1 German doctor is sent to oversee insane asylum somewhere in Latvia. Here he finds wild boy and try to heal him. He is confronted by rough circumstances and brutal soldiers.;Davis Simanis Jr.;Drama, History, War;false;;6,5;287;100;Ulrich Matthes, Agnese Budovska, Tom J. Benedict;Exiled (2016);https://www.imdb.com/title/tt4261942/;2016
Argentina:13, France:Tous publics, Peru:14, Portugal:M/16, Singapore:R(A), Switzerland:12, Switzerland:12;Luxembourg;"Five women, all near the wrong side of forty, face life&apos;s ups and downs together with laughter, tears, and sometimes irony. Their only imperative: live, love and live some more.";Luís Galvão Teles;Drama, Romance, Comedy;false;;6,5;306;115;Miou-Miou, Carmen Maura, Marthe Keller;Elles (1997);https://www.imdb.com/title/tt0119057/;1997
Portugal:M/14;Portugal;In the middle of the 16th century, near to Lisbon, an adopted young man called Bela tries to find his place in a family that is free but trapped in a world where each shadow allows defects to shine through. Here, everything leads ...;Marguerite de Hillerin, Félix Dutilloy-Liégeois;Drama;false;;6,5;57;109;Grégory Gadebois, João Arrais, Maria João Pinho;L'enfant (2022);https://www.imdb.com/title/tt12429066/;2022
Singapore:PG, South Korea:15;South Korea;The body of Yoon Seol Hee disappears at the National Institute of Scientific Investigation. Detective Woo Joong Shik seeks clues on her disappearance, while her husband Park Jin Han claims she is alive.;Chang-hee Lee;Crime, Mystery, Thriller;false;Sarajin bam;6,5;1289;101;Kim Sang-kyung, Gong Min-jung, Choi Myung-bin;The Vanished (2018);https://www.imdb.com/title/tt6955298/;2018
Australia:M, Canada:14A, Germany:16, Japan:G, New Zealand:M, Singapore:NC16, South Korea:15, Taiwan:R-15;South Korea;An ordinary man witnesses a cruel murder and becomes entangled in circumstances out of his control.;Kyu-Jang Cho;Crime, Thriller;false;Mok-gyeok-ja;6,5;2134;111;Lee Sung-min, Kim Sang-Ho, Jin Kyung;The Witness (2018);https://www.imdb.com/title/tt8865562/;2018
Argentina:Atp, Australia:PG, Brazil:12, Canada:PG, Finland:K-16, France:Tous publics, France:12, Germany:12, Hong Kong:IIA, Italy:T, Japan:PG-12, Norway:15, Norway:16, Philippines:PG-13, Singapore:PG, South Africa:PG, South Korea:12, Sweden:15, United Kingdom:A, United Kingdom:PG, United States:Approved, United States:Passed, United States:TV-PG, West Germany:12;Sweden;"When fighting breaks out between two cultures in West Texas, the mixed-blood Pacer tries to act as a peacemaker, but the &quot;flaming star of death&quot; pulls him irrevocably into the deadly violence.";Don Siegel;Western;false;;6,5;3616;101;Elvis Presley, Barbara Eden, Steve Forrest;Flaming Star (1960);https://www.imdb.com/title/tt0053825/;1960
Australia:PG, Italy:T, Norway:A, United Kingdom:15, United States:Not Rated;West Germany;Set ten years after the most peaceful revolution in United States history, it presents a dystopia in which the issues of many groups - minorities, liberals, gay rights organizations, feminists - are dealt with by the government.;Lizzie Borden;Comedy, Drama, Sci-Fi;false;;6,5;1750;79;Honey, Adele Bertei, Jean Satterfield;Born in Flames (1983);https://www.imdb.com/title/tt0085267/;1983
Argentina:16, Australia:M;Australia;In the 1870s, the colonial administrator hires bounty hunter Palmer and gun salesman Ben to wipe out an army of Irish Catholic revolutionaries in their stronghold. Palmer and Ben recruit three gun men to help them and their missio...;Russell Hagg;Western;false;;6,4;56;94;Gerard Kennedy, Gus Mercurio, Rod Mullinar;Raw Deal (1977);https://www.imdb.com/title/tt0076601/;1977
Germany:6, Hungary:16, Mexico:B, Netherlands:12, Portugal:M/12, Spain:12, Switzerland:16, United Kingdom:12, United States:Not Rated;Austria;Berlin, the Romantic Era. Young poet Heinrich wishes to conquer the inevitability of death through love, yet is unable to convince his skeptical cousin Marie to join him in a suicide pact. It is whilst coming to terms with this re...;Jessica Hausner;Comedy, Drama;false;Amour fou;6,4;1608;96;Christian Friedel, Birte Schnöink, Stephan Grossmann;Amour Fou (2014);https://www.imdb.com/title/tt3003800/;2014
;Belgium;"Alex is the perfect snapshot of misogynist some of its charm: he leaves his wife Leah and wrong with the babysitter. Selfish, indifferent, absent, he combines all handicaps to Leah&apos;s eyes, to end, leaves him.";Stéphane Clavier;Comedy, Romance;false;;6,4;61;95;Hélène de Fougerolles, Thierry Lhermitte, Alexia Portal;Si j'étais elle (2004);https://www.imdb.com/title/tt0432442/;2004
Argentina:13, Netherlands:MG6, Singapore:PG, Switzerland:10, Switzerland:10;Belgium;In the northeast of contemporary Morocco, Zeinab, a young wife watches her husband leave the country to go underground the day after their wedding. Zeinab is expecting a child. While she is waiting for her husband to return she lu...;Yasmine Kassari;Drama;false;;6,4;140;95;Mounia Osfour, Rachida Brakni, Nermine Elhaggar;L'enfant endormi (2004);https://www.imdb.com/title/tt0424997/;2004
Brazil:18;Brazil;Destruction is in order if one wants to start anew.;Thiago B. Mendonça;Comedy, Drama, Musical;false;Young and Miserable or a Man Screaming Is Not a Dancing Bear;6,4;22;127;Renan Rovida, Suzana Aragão, Nani de Oliveira;Young and Miserable or A Man Screaming Is Not a Dancing Bear (2016);https://www.imdb.com/title/tt5507620/;2016
Canada:PG;Canada;One wild and tumultuous summer in the life of young Jude Traynor as he attempts to navigate his way through a life of delinquency and petty crime.;Christian Sparkes;Drama, Fantasy, Thriller;false;;6,4;241;85;Leslie Amminson, Patricia Andrews, Mary-Colin Chisholm;Cast No Shadow (2014);https://www.imdb.com/title/tt3783812/;2014
;Canada;"The ongoing epic of a rural Newfoundland family called the Fureys who operate the town&apos;s sole bridal, ambulatory and funeral services company, starring legendary Canadian comedians Mary Walsh &amp; Mark McKinney.";;Comedy;false;;6,4;308;30;Joel Thomas Hynes, Mark McKinney, Shaun Majumder;Hatching, Matching, & Dispatching (2005);https://www.imdb.com/title/tt0446527/;2005
;China;Jiang Nansun and Zhu Suosuo are best friends who were born into very different families and have polar opposite personalities. Together, they navigated love and life challenges in Shanghai in the 1990s while staying true to their ...;;;false;Liu Jin Sui Yue;6,4;36;50;Yanshu Wu, Ni Ni, Shi Shi Liu;My Best Friend's Story (2020);https://www.imdb.com/title/tt12234182/;2020
;France;A rich poet and his servant both join the army and wind up in the same barracks.;Jean Renoir;Comedy;false;;6,4;255;87;Georges Pomiès, Michel Simon, Félix Oudart;Tire au flanc (1928);https://www.imdb.com/title/tt0019480/;1928
France:Tous publics, United Kingdom:12;France;"Explores the life and work of the psychoanalytic theorist and activist Frantz Fanon who was born in Martinique, educated in Paris and worked in Algeria. Examines Fanon&apos;s theories of identity and race, and traces his involvement in...";Isaac Julien;Documentary, Biography;false;Frantz Fanon: Black Skin White Mask;6,4;178;70;Colin Salmon, Halima Daoud, Noirin Ni Dubhgaill;Frantz Fanon: Black Skin, White Mask (1995);https://www.imdb.com/title/tt0116357/;1995
